timestamp,actual_price,forecast_price,charge_power_mw,discharge_power_mw,net_power_mw,cumulative_revenue_usd,soc,soc_fraction
2025-02-13 07:00:00+00:00,23.65,20.63,50.0,0.0,0.0,-74958.4,0.95,0.95
2025-02-13 08:00:00+00:00,24.9,21.51,50.0,0.0,0.0,-76203.4,0.95,0.95
2025-02-13 09:00:00+00:00,19.89,21.91,50.0,0.0,-42.11,-77197.9,0.95,0.95
2025-02-13 10:00:00+00:00,24.73,22.03,50.0,0.0,0.0,-78434.4,0.95,0.95
2025-02-13 11:00:00+00:00,23.53,28.42,0.0,0.0,0.0,-78434.4,0.95,0.95
2025-02-13 12:00:00+00:00,25.26,20.56,50.0,0.0,0.0,-79697.4,0.95,0.95
2025-02-13 13:00:00+00:00,30.31,35.05,0.0,0.0,0.0,-79697.4,0.95,0.95
2025-02-13 14:00:00+00:00,32.32,33.35,0.0,0.0,0.0,-79697.4,0.95,0.95
2025-02-13 15:00:00+00:00,29.34,29.6,0.0,0.0,0.0,-79697.4,0.95,0.95
2025-02-13 16:00:00+00:00,39.39,38.53,0.0,0.0,0.0,-79697.4,0.95,0.95
2025-02-13 17:00:00+00:00,41.22,42.72,0.0,45.0,0.0,-77842.5,0.95,0.95
2025-02-13 18:00:00+00:00,37.79,38.2,0.0,0.0,0.0,-77842.5,0.95,0.95
2025-02-13 19:00:00+00:00,126.95,130.21,0.0,45.0,0.0,-72129.75,0.95,0.95
2025-02-13 20:00:00+00:00,41.93,42.72,0.0,45.0,0.0,-70242.9,0.95,0.95
2025-02-13 21:00:00+00:00,41.0,41.88,0.0,45.0,38.0,-68397.9,0.95,0.95
2025-02-13 22:00:00+00:00,37.98,37.57,0.0,0.0,0.0,-68397.9,0.95,0.95
2025-02-13 23:00:00+00:00,36.09,36.45,0.0,0.0,50.0,-68397.9,0.95,0.95
2025-02-14 00:00:00+00:00,35.56,36.83,0.0,0.0,0.0,-68397.9,0.95,0.95
2025-02-14 01:00:00+00:00,36.14,32.36,0.0,0.0,0.0,-68397.9,0.95,0.95
2025-02-14 02:00:00+00:00,31.98,29.11,0.0,0.0,0.0,-68397.9,0.95,0.95
2025-02-14 03:00:00+00:00,27.11,29.47,0.0,0.0,0.0,-68397.9,0.95,0.95
2025-02-14 04:00:00+00:00,27.55,28.48,0.0,0.0,0.0,-68397.9,0.95,0.95
2025-02-14 05:00:00+00:00,16.43,16.47,50.0,0.0,0.0,-69219.4,0.95,0.95
2025-02-14 06:00:00+00:00,84.14,84.69,0.0,45.0,0.0,-65433.1,0.95,0.95
2025-02-14 07:00:00+00:00,16.61,17.98,50.0,0.0,0.0,-66263.6,0.95,0.95
2025-02-14 08:00:00+00:00,19.72,18.87,50.0,0.0,0.0,-67249.6,0.95,0.95
2025-02-14 09:00:00+00:00,18.16,16.71,50.0,0.0,0.0,-68157.6,0.95,0.95
2025-02-14 10:00:00+00:00,18.73,19.72,50.0,0.0,0.0,-69094.1,0.95,0.95
2025-02-14 11:00:00+00:00,26.45,24.5,50.0,0.0,0.0,-70416.6,0.95,0.95
2025-02-14 12:00:00+00:00,24.45,25.97,50.0,0.0,0.0,-71639.1,0.95,0.95
2025-02-14 13:00:00+00:00,28.9,25.14,50.0,0.0,0.0,-73084.1,0.95,0.95
2025-02-14 14:00:00+00:00,30.51,33.58,0.0,0.0,0.0,-73084.1,0.95,0.95
2025-02-14 15:00:00+00:00,34.4,36.08,0.0,0.0,0.0,-73084.1,0.95,0.95
2025-02-14 16:00:00+00:00,35.81,36.95,0.0,0.0,0.0,-73084.1,0.95,0.95
2025-02-14 17:00:00+00:00,34.49,37.45,0.0,0.0,0.0,-73084.1,0.95,0.95
2025-02-14 18:00:00+00:00,41.77,46.43,0.0,45.0,0.0,-71204.45,0.95,0.95
2025-02-14 19:00:00+00:00,39.05,42.09,0.0,45.0,0.0,-69447.2,0.95,0.95
2025-02-14 20:00:00+00:00,36.73,32.63,0.0,0.0,-0.0,-69447.2,0.95,0.95
2025-02-14 21:00:00+00:00,39.21,36.51,0.0,0.0,0.0,-69447.2,0.95,0.95
2025-02-14 22:00:00+00:00,43.03,41.97,0.0,45.0,0.0,-67510.85,0.95,0.95
2025-02-14 23:00:00+00:00,39.82,40.39,0.0,0.0,50.0,-67510.85,0.95,0.95
2025-02-15 00:00:00+00:00,30.68,32.47,0.0,0.0,0.0,-67510.85,0.95,0.95
2025-02-15 01:00:00+00:00,28.27,26.96,50.0,0.0,0.0,-68924.35,0.95,0.95
2025-02-15 02:00:00+00:00,25.75,26.72,50.0,0.0,0.0,-70211.85,0.95,0.95
2025-02-15 03:00:00+00:00,29.16,27.77,0.0,0.0,0.0,-70211.85,0.95,0.95
2025-02-15 04:00:00+00:00,22.51,21.48,50.0,0.0,0.0,-71337.35,0.95,0.95
2025-02-15 05:00:00+00:00,20.56,17.54,50.0,0.0,0.0,-72365.35,0.95,0.95
2025-02-15 06:00:00+00:00,20.47,18.66,50.0,0.0,0.0,-73388.85,0.95,0.95
2025-02-15 07:00:00+00:00,17.49,14.61,50.0,0.0,0.0,-74263.35,0.95,0.95
2025-02-15 08:00:00+00:00,15.91,13.97,50.0,0.0,0.0,-75058.85,0.95,0.95
2025-02-15 09:00:00+00:00,16.4,19.53,50.0,0.0,-42.11,-75878.85,0.95,0.95
2025-02-15 10:00:00+00:00,17.71,15.84,50.0,0.0,0.0,-76764.35,0.95,0.95
2025-02-15 11:00:00+00:00,19.39,26.47,50.0,0.0,0.0,-77733.85,0.95,0.95
2025-02-15 12:00:00+00:00,23.37,25.1,50.0,0.0,0.0,-78902.35,0.95,0.95
2025-02-15 13:00:00+00:00,24.09,25.05,50.0,0.0,0.0,-80106.85,0.95,0.95
2025-02-15 14:00:00+00:00,28.38,26.73,50.0,0.0,0.0,-81525.85,0.95,0.95
2025-02-15 15:00:00+00:00,28.94,31.19,0.0,0.0,0.0,-81525.85,0.95,0.95
2025-02-15 16:00:00+00:00,31.75,30.81,0.0,0.0,0.0,-81525.85,0.95,0.95
2025-02-15 17:00:00+00:00,28.63,29.44,0.0,0.0,38.0,-81525.85,0.95,0.95
2025-02-15 18:00:00+00:00,37.5,44.4,0.0,45.0,0.0,-79838.35,0.95,0.95
2025-02-15 19:00:00+00:00,37.08,37.34,0.0,0.0,0.0,-79838.35,0.95,0.95
2025-02-15 20:00:00+00:00,39.05,42.42,0.0,45.0,0.0,-78081.1,0.95,0.95
2025-02-15 21:00:00+00:00,28.97,27.71,0.0,0.0,0.0,-78081.1,0.95,0.95
2025-02-15 22:00:00+00:00,40.43,40.84,0.0,0.0,0.0,-78081.1,0.95,0.95
2025-02-15 23:00:00+00:00,33.27,38.2,0.0,0.0,50.0,-78081.1,0.95,0.95
2025-02-16 00:00:00+00:00,34.25,33.18,0.0,0.0,0.0,-78081.1,0.95,0.95
2025-02-16 01:00:00+00:00,26.47,31.5,0.0,0.0,0.0,-78081.1,0.95,0.95
2025-02-16 02:00:00+00:00,28.02,30.29,0.0,0.0,0.0,-78081.1,0.95,0.95
2025-02-16 03:00:00+00:00,51.85,50.94,0.0,45.0,0.0,-75747.85,0.95,0.95
2025-02-16 04:00:00+00:00,19.92,22.0,50.0,0.0,0.0,-76743.85,0.95,0.95
2025-02-16 05:00:00+00:00,24.2,27.13,50.0,0.0,0.0,-77953.85,0.95,0.95
2025-02-16 06:00:00+00:00,17.35,19.4,50.0,0.0,-42.11,-78821.35,0.95,0.95
2025-02-16 07:00:00+00:00,17.37,13.94,50.0,0.0,0.0,-79689.85,0.95,0.95
2025-02-16 08:00:00+00:00,18.66,17.34,50.0,0.0,0.0,-80622.85,0.95,0.95
2025-02-16 09:00:00+00:00,18.06,17.94,50.0,0.0,0.0,-81525.85,0.95,0.95
2025-02-16 10:00:00+00:00,18.2,18.51,50.0,0.0,0.0,-82435.85,0.95,0.95
2025-02-16 11:00:00+00:00,20.33,22.38,50.0,0.0,0.0,-83452.35,0.95,0.95
2025-02-16 12:00:00+00:00,27.49,28.43,0.0,0.0,0.0,-83452.35,0.95,0.95
2025-02-16 13:00:00+00:00,23.75,20.91,50.0,0.0,0.0,-84639.85,0.95,0.95
2025-02-16 14:00:00+00:00,26.99,28.44,0.0,0.0,0.0,-84639.85,0.95,0.95
2025-02-16 15:00:00+00:00,31.7,33.73,0.0,0.0,0.0,-84639.85,0.95,0.95
2025-02-16 16:00:00+00:00,34.25,36.15,0.0,0.0,0.0,-84639.85,0.95,0.95
2025-02-16 17:00:00+00:00,36.52,39.72,0.0,0.0,-0.0,-84639.85,0.95,0.95
2025-02-16 18:00:00+00:00,101.53,104.11,0.0,45.0,38.0,-80071.0,0.95,0.95
2025-02-16 19:00:00+00:00,33.29,34.94,0.0,0.0,0.0,-80071.0,0.95,0.95
2025-02-16 20:00:00+00:00,40.57,40.89,0.0,0.0,0.0,-80071.0,0.95,0.95
2025-02-16 21:00:00+00:00,33.28,29.63,0.0,0.0,0.0,-80071.0,0.95,0.95
2025-02-16 22:00:00+00:00,35.9,37.47,0.0,0.0,0.0,-80071.0,0.95,0.95
2025-02-16 23:00:00+00:00,31.67,32.69,0.0,0.0,50.0,-80071.0,0.95,0.95
2025-02-17 00:00:00+00:00,35.26,36.44,0.0,0.0,0.0,-80071.0,0.95,0.95
2025-02-17 01:00:00+00:00,33.83,31.14,0.0,0.0,0.0,-80071.0,0.95,0.95
2025-02-17 02:00:00+00:00,31.22,29.02,0.0,0.0,0.0,-80071.0,0.95,0.95
2025-02-17 03:00:00+00:00,28.88,32.01,0.0,0.0,0.0,-80071.0,0.95,0.95
2025-02-17 04:00:00+00:00,29.45,29.85,0.0,0.0,0.0,-80071.0,0.95,0.95
2025-02-17 05:00:00+00:00,24.48,26.68,50.0,0.0,0.0,-81295.0,0.95,0.95
2025-02-17 06:00:00+00:00,21.15,21.72,50.0,0.0,0.0,-82352.5,0.95,0.95
2025-02-17 07:00:00+00:00,23.17,23.74,50.0,0.0,0.0,-83511.0,0.95,0.95
2025-02-17 08:00:00+00:00,23.39,26.24,50.0,0.0,0.0,-84680.5,0.95,0.95
2025-02-17 09:00:00+00:00,17.69,16.9,50.0,0.0,-42.11,-85565.0,0.95,0.95
2025-02-17 10:00:00+00:00,23.25,23.99,50.0,0.0,0.0,-86727.5,0.95,0.95
2025-02-17 11:00:00+00:00,25.1,24.44,50.0,0.0,0.0,-87982.5,0.95,0.95
2025-02-17 12:00:00+00:00,24.67,24.08,50.0,0.0,0.0,-89216.0,0.95,0.95
2025-02-17 13:00:00+00:00,31.27,31.0,0.0,0.0,0.0,-89216.0,0.95,0.95
2025-02-17 14:00:00+00:00,30.04,31.1,0.0,0.0,0.0,-89216.0,0.95,0.95
2025-02-17 15:00:00+00:00,33.32,32.62,0.0,0.0,0.0,-89216.0,0.95,0.95
2025-02-17 16:00:00+00:00,34.98,38.62,0.0,0.0,0.0,-89216.0,0.95,0.95
2025-02-17 17:00:00+00:00,140.19,138.45,0.0,45.0,-0.0,-82907.45,0.95,0.95
2025-02-17 18:00:00+00:00,7.53,7.56,50.0,0.0,0.0,-83283.95,0.95,0.95
2025-02-17 19:00:00+00:00,36.48,35.88,0.0,0.0,0.0,-83283.95,0.95,0.95
2025-02-17 20:00:00+00:00,44.4,48.52,0.0,45.0,0.0,-81285.95,0.95,0.95
2025-02-17 21:00:00+00:00,37.96,38.95,0.0,0.0,38.0,-81285.95,0.95,0.95
2025-02-17 22:00:00+00:00,19.32,22.4,50.0,0.0,0.0,-82251.95,0.95,0.95
2025-02-17 23:00:00+00:00,32.1,28.89,0.0,0.0,50.0,-82251.95,0.95,0.95
2025-02-18 00:00:00+00:00,33.75,34.92,0.0,0.0,0.0,-82251.95,0.95,0.95
2025-02-18 01:00:00+00:00,29.63,32.35,0.0,0.0,0.0,-82251.95,0.95,0.95
2025-02-18 02:00:00+00:00,34.46,35.17,0.0,0.0,0.0,-82251.95,0.95,0.95
2025-02-18 03:00:00+00:00,30.29,33.45,0.0,0.0,0.0,-82251.95,0.95,0.95
2025-02-18 04:00:00+00:00,23.63,22.84,50.0,0.0,0.0,-83433.45,0.95,0.95
2025-02-18 05:00:00+00:00,28.91,32.93,0.0,0.0,0.0,-83433.45,0.95,0.95
2025-02-18 06:00:00+00:00,24.14,30.39,0.0,0.0,0.0,-83433.45,0.95,0.95
2025-02-18 07:00:00+00:00,19.88,19.47,50.0,0.0,-42.11,-84427.45,0.95,0.95
2025-02-18 08:00:00+00:00,14.1,13.49,50.0,0.0,0.0,-85132.45,0.95,0.95
2025-02-18 09:00:00+00:00,26.42,30.55,0.0,0.0,0.0,-85132.45,0.95,0.95
2025-02-18 10:00:00+00:00,18.22,22.67,50.0,0.0,0.0,-86043.45,0.95,0.95
2025-02-18 11:00:00+00:00,19.17,18.36,50.0,0.0,0.0,-87001.95,0.95,0.95
2025-02-18 12:00:00+00:00,27.91,27.36,50.0,0.0,0.0,-88397.45,0.95,0.95
2025-02-18 13:00:00+00:00,33.86,33.66,0.0,0.0,0.0,-88397.45,0.95,0.95
2025-02-18 14:00:00+00:00,33.81,30.95,0.0,0.0,0.0,-88397.45,0.95,0.95
2025-02-18 15:00:00+00:00,34.35,32.55,0.0,0.0,0.0,-88397.45,0.95,0.95
2025-02-18 16:00:00+00:00,36.84,34.83,0.0,0.0,-0.0,-88397.45,0.95,0.95
2025-02-18 17:00:00+00:00,39.56,38.14,0.0,0.0,0.0,-88397.45,0.95,0.95
2025-02-18 18:00:00+00:00,143.47,143.88,0.0,45.0,50.0,-81941.3,0.95,0.95
2025-02-18 19:00:00+00:00,40.71,41.8,0.0,45.0,-13.3,-80109.35,0.95,0.95
2025-02-18 20:00:00+00:00,40.61,44.99,0.0,45.0,0.0,-78281.9,0.95,0.95
2025-02-18 21:00:00+00:00,39.85,37.85,0.0,0.0,0.0,-78281.9,0.95,0.95
2025-02-18 22:00:00+00:00,5.7,8.66,50.0,0.0,0.0,-78566.9,0.95,0.95
2025-02-18 23:00:00+00:00,36.72,36.69,0.0,0.0,50.0,-78566.9,0.95,0.95
2025-02-19 00:00:00+00:00,31.05,31.43,0.0,0.0,0.0,-78566.9,0.95,0.95
2025-02-19 01:00:00+00:00,32.63,34.82,0.0,0.0,0.0,-78566.9,0.95,0.95
2025-02-19 02:00:00+00:00,27.81,25.5,50.0,0.0,0.0,-79957.4,0.95,0.95
2025-02-19 03:00:00+00:00,24.94,26.4,50.0,0.0,0.0,-81204.4,0.95,0.95
2025-02-19 04:00:00+00:00,25.74,26.66,50.0,0.0,0.0,-82491.4,0.95,0.95
2025-02-19 05:00:00+00:00,26.7,28.43,0.0,0.0,0.0,-82491.4,0.95,0.95
2025-02-19 06:00:00+00:00,23.92,25.14,50.0,0.0,0.0,-83687.4,0.95,0.95
2025-02-19 07:00:00+00:00,16.7,23.34,50.0,0.0,0.0,-84522.4,0.95,0.95
2025-02-19 08:00:00+00:00,17.81,16.72,50.0,0.0,-42.11,-85412.9,0.95,0.95
2025-02-19 09:00:00+00:00,22.98,22.15,50.0,0.0,0.0,-86561.9,0.95,0.95
2025-02-19 10:00:00+00:00,19.17,18.11,50.0,0.0,0.0,-87520.4,0.95,0.95
2025-02-19 11:00:00+00:00,22.65,21.76,50.0,0.0,0.0,-88652.9,0.95,0.95
2025-02-19 12:00:00+00:00,26.66,25.57,50.0,0.0,0.0,-89985.9,0.95,0.95
2025-02-19 13:00:00+00:00,25.28,28.75,0.0,0.0,0.0,-89985.9,0.95,0.95
2025-02-19 14:00:00+00:00,30.55,34.6,0.0,0.0,0.0,-89985.9,0.95,0.95
2025-02-19 15:00:00+00:00,29.54,28.61,0.0,0.0,0.0,-89985.9,0.95,0.95
2025-02-19 16:00:00+00:00,64.64,63.06,0.0,45.0,0.0,-87077.1,0.95,0.95
2025-02-19 17:00:00+00:00,38.16,39.84,0.0,0.0,0.0,-87077.1,0.95,0.95
2025-02-19 18:00:00+00:00,34.96,34.08,0.0,0.0,38.0,-87077.1,0.95,0.95
2025-02-19 19:00:00+00:00,41.05,43.13,0.0,45.0,0.0,-85229.85,0.95,0.95
2025-02-19 20:00:00+00:00,40.24,41.25,0.0,0.0,0.0,-85229.85,0.95,0.95
2025-02-19 21:00:00+00:00,41.33,38.04,0.0,0.0,0.0,-85229.85,0.95,0.95
2025-02-19 22:00:00+00:00,39.51,43.88,0.0,45.0,0.0,-83451.9,0.95,0.95
2025-02-19 23:00:00+00:00,40.77,45.76,0.0,45.0,50.0,-81617.25,0.95,0.95
2025-02-20 00:00:00+00:00,35.54,34.51,0.0,0.0,0.0,-81617.25,0.95,0.95
2025-02-20 01:00:00+00:00,31.74,31.27,0.0,0.0,0.0,-81617.25,0.95,0.95
2025-02-20 02:00:00+00:00,127.49,128.7,0.0,45.0,38.0,-75880.2,0.95,0.95
2025-02-20 03:00:00+00:00,28.99,30.33,0.0,0.0,0.0,-75880.2,0.95,0.95
2025-02-20 04:00:00+00:00,25.35,27.5,50.0,0.0,0.0,-77147.7,0.95,0.95
2025-02-20 05:00:00+00:00,23.25,28.78,0.0,0.0,0.0,-77147.7,0.95,0.95
2025-02-20 06:00:00+00:00,19.81,19.87,50.0,0.0,0.0,-78138.2,0.95,0.95
2025-02-20 07:00:00+00:00,18.91,17.41,50.0,0.0,-50.0,-79083.7,0.95,0.95
2025-02-20 08:00:00+00:00,16.72,13.77,50.0,0.0,0.0,-79919.7,0.95,0.95
2025-02-20 09:00:00+00:00,24.94,23.61,50.0,0.0,0.0,-81166.7,0.95,0.95
2025-02-20 10:00:00+00:00,18.45,18.87,50.0,0.0,0.0,-82089.2,0.95,0.95
2025-02-20 11:00:00+00:00,21.42,26.41,50.0,0.0,0.0,-83160.2,0.95,0.95
2025-02-20 12:00:00+00:00,23.43,22.64,50.0,0.0,0.0,-84331.7,0.95,0.95
2025-02-20 13:00:00+00:00,29.87,30.93,0.0,0.0,0.0,-84331.7,0.95,0.95
2025-02-20 14:00:00+00:00,29.49,29.95,0.0,0.0,0.0,-84331.7,0.95,0.95
2025-02-20 15:00:00+00:00,35.93,39.4,0.0,0.0,0.0,-84331.7,0.95,0.95
2025-02-20 16:00:00+00:00,33.54,40.36,0.0,0.0,0.0,-84331.7,0.95,0.95
2025-02-20 17:00:00+00:00,37.99,37.16,0.0,0.0,0.0,-84331.7,0.95,0.95
2025-02-20 18:00:00+00:00,36.79,36.07,0.0,0.0,0.0,-84331.7,0.95,0.95
2025-02-20 19:00:00+00:00,45.25,48.36,0.0,45.0,7.12,-82295.45,0.95,0.95
2025-02-20 20:00:00+00:00,37.25,39.45,0.0,0.0,0.0,-82295.45,0.95,0.95
2025-02-20 21:00:00+00:00,90.29,95.41,0.0,45.0,0.0,-78232.4,0.95,0.95
2025-02-20 22:00:00+00:00,40.47,42.43,0.0,45.0,0.0,-76411.25,0.95,0.95
2025-02-20 23:00:00+00:00,38.33,37.93,0.0,0.0,50.0,-76411.25,0.95,0.95
2025-02-21 00:00:00+00:00,34.7,36.68,0.0,0.0,0.0,-76411.25,0.95,0.95
2025-02-21 01:00:00+00:00,32.42,35.69,0.0,0.0,0.0,-76411.25,0.95,0.95
2025-02-21 02:00:00+00:00,30.27,32.82,0.0,0.0,0.0,-76411.25,0.95,0.95
2025-02-21 03:00:00+00:00,27.21,28.98,0.0,0.0,0.0,-76411.25,0.95,0.95
2025-02-21 04:00:00+00:00,27.57,30.74,0.0,0.0,0.0,-76411.25,0.95,0.95
2025-02-21 05:00:00+00:00,9.16,12.58,50.0,0.0,0.0,-76869.25,0.95,0.95
2025-02-21 06:00:00+00:00,20.11,24.07,50.0,0.0,0.0,-77874.75,0.95,0.95
2025-02-21 07:00:00+00:00,17.08,19.2,50.0,0.0,0.0,-78728.75,0.95,0.95
2025-02-21 08:00:00+00:00,19.94,20.02,50.0,0.0,0.0,-79725.75,0.95,0.95
2025-02-21 09:00:00+00:00,26.95,27.82,0.0,0.0,0.0,-79725.75,0.95,0.95
2025-02-21 10:00:00+00:00,19.49,23.01,50.0,0.0,0.0,-80700.25,0.95,0.95
2025-02-21 11:00:00+00:00,27.19,25.65,50.0,0.0,0.0,-82059.75,0.95,0.95
2025-02-21 12:00:00+00:00,29.36,30.78,0.0,0.0,0.0,-82059.75,0.95,0.95
2025-02-21 13:00:00+00:00,26.19,25.71,50.0,0.0,0.0,-83369.25,0.95,0.95
2025-02-21 14:00:00+00:00,31.58,32.15,0.0,0.0,0.0,-83369.25,0.95,0.95
2025-02-21 15:00:00+00:00,36.82,40.52,0.0,0.0,0.0,-83369.25,0.95,0.95
2025-02-21 16:00:00+00:00,34.21,35.19,0.0,0.0,0.0,-83369.25,0.95,0.95
2025-02-21 17:00:00+00:00,36.72,37.34,0.0,0.0,0.0,-83369.25,0.95,0.95
2025-02-21 18:00:00+00:00,37.37,34.47,0.0,0.0,0.0,-83369.25,0.95,0.95
2025-02-21 19:00:00+00:00,37.28,39.65,0.0,0.0,0.0,-83369.25,0.95,0.95
2025-02-21 20:00:00+00:00,38.54,40.65,0.0,0.0,0.0,-83369.25,0.95,0.95
2025-02-21 21:00:00+00:00,36.76,42.67,0.0,45.0,0.0,-81715.05,0.95,0.95
2025-02-21 22:00:00+00:00,38.91,38.64,0.0,0.0,-0.0,-81715.05,0.95,0.95
2025-02-21 23:00:00+00:00,35.31,36.36,0.0,0.0,50.0,-81715.05,0.95,0.95
2025-02-22 00:00:00+00:00,31.69,32.81,0.0,0.0,0.0,-81715.05,0.95,0.95
2025-02-22 01:00:00+00:00,24.8,29.24,0.0,0.0,0.0,-81715.05,0.95,0.95
2025-02-22 02:00:00+00:00,26.93,27.19,50.0,0.0,0.0,-83061.55,0.95,0.95
2025-02-22 03:00:00+00:00,25.6,26.8,50.0,0.0,0.0,-84341.55,0.95,0.95
2025-02-22 04:00:00+00:00,16.12,18.14,50.0,0.0,0.0,-85147.55,0.95,0.95
2025-02-22 05:00:00+00:00,19.96,20.93,50.0,0.0,0.0,-86145.55,0.95,0.95
2025-02-22 06:00:00+00:00,20.51,19.89,50.0,0.0,0.0,-87171.05,0.95,0.95
2025-02-22 07:00:00+00:00,13.42,14.41,50.0,0.0,0.0,-87842.05,0.95,0.95
2025-02-22 08:00:00+00:00,20.28,23.46,50.0,0.0,0.0,-88856.05,0.95,0.95
2025-02-22 09:00:00+00:00,17.49,15.42,50.0,0.0,0.0,-89730.55,0.95,0.95
2025-02-22 10:00:00+00:00,15.68,16.51,50.0,0.0,-42.11,-90514.55,0.95,0.95
2025-02-22 11:00:00+00:00,18.89,17.64,50.0,0.0,0.0,-91459.05,0.95,0.95
2025-02-22 12:00:00+00:00,97.58,101.07,0.0,45.0,0.0,-87067.95,0.95,0.95
2025-02-22 13:00:00+00:00,23.7,20.39,50.0,0.0,0.0,-88252.95,0.95,0.95
2025-02-22 14:00:00+00:00,27.45,26.55,50.0,0.0,0.0,-89625.45,0.95,0.95
2025-02-22 15:00:00+00:00,26.39,27.83,0.0,0.0,0.0,-89625.45,0.95,0.95
2025-02-22 16:00:00+00:00,31.52,35.93,0.0,0.0,0.0,-89625.45,0.95,0.95
2025-02-22 17:00:00+00:00,29.64,29.98,0.0,0.0,0.0,-89625.45,0.95,0.95
2025-02-22 18:00:00+00:00,34.48,33.59,0.0,0.0,0.0,-89625.45,0.95,0.95
2025-02-22 19:00:00+00:00,33.5,38.7,0.0,0.0,0.0,-89625.45,0.95,0.95
2025-02-22 20:00:00+00:00,34.26,31.14,0.0,0.0,0.0,-89625.45,0.95,0.95
2025-02-22 21:00:00+00:00,38.85,33.85,0.0,0.0,38.0,-89625.45,0.95,0.95
2025-02-22 22:00:00+00:00,37.49,39.09,0.0,0.0,0.0,-89625.45,0.95,0.95
2025-02-22 23:00:00+00:00,34.69,33.93,0.0,0.0,50.0,-89625.45,0.95,0.95
2025-02-23 00:00:00+00:00,28.31,26.26,50.0,0.0,0.0,-91040.95,0.95,0.95
2025-02-23 01:00:00+00:00,27.84,30.11,0.0,0.0,0.0,-91040.95,0.95,0.95
2025-02-23 02:00:00+00:00,29.07,30.18,0.0,0.0,0.0,-91040.95,0.95,0.95
2025-02-23 03:00:00+00:00,23.81,22.9,50.0,0.0,0.0,-92231.45,0.95,0.95
2025-02-23 04:00:00+00:00,26.84,24.14,50.0,0.0,0.0,-93573.45,0.95,0.95
2025-02-23 05:00:00+00:00,19.95,22.63,50.0,0.0,0.0,-94570.95,0.95,0.95
2025-02-23 06:00:00+00:00,17.86,19.99,50.0,0.0,0.0,-95463.95,0.95,0.95
2025-02-23 07:00:00+00:00,15.61,15.86,50.0,0.0,-42.11,-96244.45,0.95,0.95
2025-02-23 08:00:00+00:00,16.38,21.5,50.0,0.0,0.0,-97063.45,0.95,0.95
2025-02-23 09:00:00+00:00,16.0,13.82,50.0,0.0,0.0,-97863.45,0.95,0.95
2025-02-23 10:00:00+00:00,19.15,15.84,50.0,0.0,0.0,-98820.95,0.95,0.95
2025-02-23 11:00:00+00:00,21.36,20.13,50.0,0.0,0.0,-99888.95,0.95,0.95
2025-02-23 12:00:00+00:00,19.08,19.47,50.0,0.0,0.0,-100842.95,0.95,0.95
2025-02-23 13:00:00+00:00,20.13,21.24,50.0,0.0,0.0,-101849.45,0.95,0.95
2025-02-23 14:00:00+00:00,21.45,21.35,50.0,0.0,0.0,-102921.95,0.95,0.95
2025-02-23 15:00:00+00:00,29.9,31.28,0.0,0.0,0.0,-102921.95,0.95,0.95
2025-02-23 16:00:00+00:00,28.28,25.65,50.0,0.0,0.0,-104335.95,0.95,0.95
2025-02-23 17:00:00+00:00,27.73,31.84,0.0,0.0,0.0,-104335.95,0.95,0.95
2025-02-23 18:00:00+00:00,35.67,35.96,0.0,0.0,0.0,-104335.95,0.95,0.95
2025-02-23 19:00:00+00:00,41.93,45.22,0.0,45.0,0.0,-102449.1,0.95,0.95
2025-02-23 20:00:00+00:00,36.03,37.39,0.0,0.0,0.0,-102449.1,0.95,0.95
2025-02-23 21:00:00+00:00,37.8,39.44,0.0,0.0,38.0,-102449.1,0.95,0.95
2025-02-23 22:00:00+00:00,34.91,36.83,0.0,0.0,0.0,-102449.1,0.95,0.95
2025-02-23 23:00:00+00:00,32.87,34.49,0.0,0.0,50.0,-102449.1,0.95,0.95
2025-02-24 00:00:00+00:00,37.28,39.39,0.0,0.0,0.0,-102449.1,0.95,0.95
2025-02-24 01:00:00+00:00,31.85,35.67,0.0,0.0,0.0,-102449.1,0.95,0.95
2025-02-24 02:00:00+00:00,30.65,31.64,0.0,0.0,0.0,-102449.1,0.95,0.95
2025-02-24 03:00:00+00:00,28.2,30.47,0.0,0.0,0.0,-102449.1,0.95,0.95
2025-02-24 04:00:00+00:00,23.31,23.59,50.0,0.0,0.0,-103614.6,0.95,0.95
2025-02-24 05:00:00+00:00,25.39,29.49,0.0,0.0,0.0,-103614.6,0.95,0.95
2025-02-24 06:00:00+00:00,20.89,19.7,50.0,0.0,0.0,-104659.1,0.95,0.95
2025-02-24 07:00:00+00:00,18.44,23.44,50.0,0.0,0.0,-105581.1,0.95,0.95
2025-02-24 08:00:00+00:00,21.33,21.73,50.0,0.0,0.0,-106647.6,0.95,0.95
2025-02-24 09:00:00+00:00,18.08,15.0,50.0,0.0,0.0,-107551.6,0.95,0.95
2025-02-24 10:00:00+00:00,21.39,22.21,50.0,0.0,0.0,-108621.1,0.95,0.95
2025-02-24 11:00:00+00:00,22.89,21.69,50.0,0.0,0.0,-109765.6,0.95,0.95
2025-02-24 12:00:00+00:00,27.7,30.3,0.0,0.0,0.0,-109765.6,0.95,0.95
2025-02-24 13:00:00+00:00,28.58,27.45,50.0,0.0,0.0,-111194.6,0.95,0.95
2025-02-24 14:00:00+00:00,29.92,29.3,0.0,0.0,0.0,-111194.6,0.95,0.95
2025-02-24 15:00:00+00:00,34.62,30.4,0.0,0.0,0.0,-111194.6,0.95,0.95
