timestamp,actual_price,forecast_price,residual_usd,residual_usd_per_mwh,absolute_error_usd,absolute_error_usd_per_mwh,hour_of_day,hour
2025-04-14 03:00:00+00:00,28.42,28.95,0.53,0.53,0.53,0.53,3,3
2025-04-14 04:00:00+00:00,23.63,27.36,3.73,3.73,3.73,3.73,4,4
2025-04-14 05:00:00+00:00,25.77,26.92,1.15,1.15,1.15,1.15,5,5
2025-04-14 06:00:00+00:00,17.2,19.77,2.57,2.57,2.57,2.57,6,6
2025-04-14 07:00:00+00:00,21.28,22.48,1.2,1.2,1.2,1.2,7,7
2025-04-14 08:00:00+00:00,17.69,21.61,3.92,3.92,3.92,3.92,8,8
2025-04-14 09:00:00+00:00,23.84,24.48,0.64,0.64,0.64,0.64,9,9
2025-04-14 10:00:00+00:00,25.53,27.27,1.74,1.74,1.74,1.74,10,10
2025-04-14 11:00:00+00:00,20.22,21.64,1.42,1.42,1.42,1.42,11,11
2025-04-14 12:00:00+00:00,-13.9,0.0,13.9,13.9,13.9,13.9,12,12
2025-04-14 13:00:00+00:00,28.77,30.28,1.51,1.51,1.51,1.51,13,13
2025-04-14 14:00:00+00:00,28.24,34.33,6.09,6.09,6.09,6.09,14,14
2025-04-14 15:00:00+00:00,31.68,31.5,-0.18,-0.18,0.18,0.18,15,15
2025-04-14 16:00:00+00:00,34.27,35.82,1.55,1.55,1.55,1.55,16,16
2025-04-14 17:00:00+00:00,140.55,144.19,3.64,3.64,3.64,3.64,17,17
2025-04-14 18:00:00+00:00,37.83,41.18,3.35,3.35,3.35,3.35,18,18
2025-04-14 19:00:00+00:00,37.14,37.67,0.53,0.53,0.53,0.53,19,19
2025-04-14 20:00:00+00:00,37.97,32.51,-5.46,-5.46,5.46,5.46,20,20
2025-04-14 21:00:00+00:00,42.47,44.26,1.79,1.79,1.79,1.79,21,21
2025-04-14 22:00:00+00:00,34.72,29.67,-5.05,-5.05,5.05,5.05,22,22
2025-04-14 23:00:00+00:00,38.31,42.48,4.17,4.17,4.17,4.17,23,23
2025-04-15 00:00:00+00:00,33.54,34.46,0.92,0.92,0.92,0.92,0,0
2025-04-15 01:00:00+00:00,31.12,34.12,3.0,3.0,3.0,3.0,1,1
2025-04-15 02:00:00+00:00,31.21,29.45,-1.76,-1.76,1.76,1.76,2,2
2025-04-15 03:00:00+00:00,-9.6,0.0,9.6,9.6,9.6,9.6,3,3
2025-04-15 04:00:00+00:00,25.66,26.81,1.15,1.15,1.15,1.15,4,4
2025-04-15 05:00:00+00:00,24.58,25.0,0.42,0.42,0.42,0.42,5,5
2025-04-15 06:00:00+00:00,19.74,19.01,-0.73,-0.73,0.73,0.73,6,6
2025-04-15 07:00:00+00:00,18.04,18.75,0.71,0.71,0.71,0.71,7,7
2025-04-15 08:00:00+00:00,16.52,23.94,7.42,7.42,7.42,7.42,8,8
2025-04-15 09:00:00+00:00,17.51,20.1,2.59,2.59,2.59,2.59,9,9
2025-04-15 10:00:00+00:00,27.95,31.07,3.12,3.12,3.12,3.12,10,10
2025-04-15 11:00:00+00:00,25.27,27.88,2.61,2.61,2.61,2.61,11,11
2025-04-15 12:00:00+00:00,20.86,25.06,4.2,4.2,4.2,4.2,12,12
2025-04-15 13:00:00+00:00,23.34,23.36,0.02,0.02,0.02,0.02,13,13
2025-04-15 14:00:00+00:00,30.44,25.8,-4.64,-4.64,4.64,4.64,14,14
2025-04-15 15:00:00+00:00,33.19,33.22,0.03,0.03,0.03,0.03,15,15
2025-04-15 16:00:00+00:00,35.61,38.14,2.53,2.53,2.53,2.53,16,16
2025-04-15 17:00:00+00:00,35.67,33.75,-1.92,-1.92,1.92,1.92,17,17
2025-04-15 18:00:00+00:00,37.58,37.64,0.06,0.06,0.06,0.06,18,18
2025-04-15 19:00:00+00:00,39.71,38.48,-1.23,-1.23,1.23,1.23,19,19
2025-04-15 20:00:00+00:00,39.45,43.71,4.26,4.26,4.26,4.26,20,20
2025-04-15 21:00:00+00:00,33.34,35.71,2.37,2.37,2.37,2.37,21,21
2025-04-15 22:00:00+00:00,37.32,39.45,2.13,2.13,2.13,2.13,22,22
2025-04-15 23:00:00+00:00,34.18,36.23,2.05,2.05,2.05,2.05,23,23
2025-04-16 00:00:00+00:00,34.7,35.11,0.41,0.41,0.41,0.41,0,0
2025-04-16 01:00:00+00:00,39.31,40.3,0.99,0.99,0.99,0.99,1,1
2025-04-16 02:00:00+00:00,30.18,27.72,-2.46,-2.46,2.46,2.46,2,2
2025-04-16 03:00:00+00:00,25.89,20.92,-4.97,-4.97,4.97,4.97,3,3
2025-04-16 04:00:00+00:00,26.57,27.45,0.88,0.88,0.88,0.88,4,4
2025-04-16 05:00:00+00:00,23.4,24.71,1.31,1.31,1.31,1.31,5,5
2025-04-16 06:00:00+00:00,21.65,25.17,3.52,3.52,3.52,3.52,6,6
2025-04-16 07:00:00+00:00,21.12,25.55,4.43,4.43,4.43,4.43,7,7
2025-04-16 08:00:00+00:00,24.4,28.82,4.42,4.42,4.42,4.42,8,8
2025-04-16 09:00:00+00:00,16.78,14.78,-2.0,-2.0,2.0,2.0,9,9
2025-04-16 10:00:00+00:00,21.79,21.41,-0.38,-0.38,0.38,0.38,10,10
2025-04-16 11:00:00+00:00,19.88,21.58,1.7,1.7,1.7,1.7,11,11
2025-04-16 12:00:00+00:00,25.65,32.48,6.83,6.83,6.83,6.83,12,12
2025-04-16 13:00:00+00:00,24.38,28.58,4.2,4.2,4.2,4.2,13,13
2025-04-16 14:00:00+00:00,28.22,31.52,3.3,3.3,3.3,3.3,14,14
2025-04-16 15:00:00+00:00,31.11,30.64,-0.47,-0.47,0.47,0.47,15,15
2025-04-16 16:00:00+00:00,36.7,34.99,-1.71,-1.71,1.71,1.71,16,16
2025-04-16 17:00:00+00:00,38.63,41.1,2.47,2.47,2.47,2.47,17,17
2025-04-16 18:00:00+00:00,34.81,32.56,-2.25,-2.25,2.25,2.25,18,18
2025-04-16 19:00:00+00:00,39.06,38.96,-0.1,-0.1,0.1,0.1,19,19
2025-04-16 20:00:00+00:00,37.49,37.7,0.21,0.21,0.21,0.21,20,20
2025-04-16 21:00:00+00:00,35.78,40.26,4.48,4.48,4.48,4.48,21,21
2025-04-16 22:00:00+00:00,37.38,36.99,-0.39,-0.39,0.39,0.39,22,22
2025-04-16 23:00:00+00:00,35.56,29.96,-5.6,-5.6,5.6,5.6,23,23
2025-04-17 00:00:00+00:00,40.36,42.12,1.76,1.76,1.76,1.76,0,0
2025-04-17 01:00:00+00:00,32.96,31.71,-1.25,-1.25,1.25,1.25,1,1
2025-04-17 02:00:00+00:00,25.85,26.46,0.61,0.61,0.61,0.61,2,2
2025-04-17 03:00:00+00:00,25.29,25.57,0.28,0.28,0.28,0.28,3,3
2025-04-17 04:00:00+00:00,26.85,26.67,-0.18,-0.18,0.18,0.18,4,4
2025-04-17 05:00:00+00:00,27.44,29.92,2.48,2.48,2.48,2.48,5,5
2025-04-17 06:00:00+00:00,16.67,13.34,-3.33,-3.33,3.33,3.33,6,6
2025-04-17 07:00:00+00:00,14.93,14.14,-0.79,-0.79,0.79,0.79,7,7
2025-04-17 08:00:00+00:00,23.97,26.18,2.21,2.21,2.21,2.21,8,8
2025-04-17 09:00:00+00:00,20.61,19.57,-1.04,-1.04,1.04,1.04,9,9
2025-04-17 10:00:00+00:00,-16.25,0.0,16.25,16.25,16.25,16.25,10,10
2025-04-17 11:00:00+00:00,23.56,25.73,2.17,2.17,2.17,2.17,11,11
2025-04-17 12:00:00+00:00,17.7,21.01,3.31,3.31,3.31,3.31,12,12
2025-04-17 13:00:00+00:00,26.71,27.1,0.39,0.39,0.39,0.39,13,13
2025-04-17 14:00:00+00:00,30.11,25.71,-4.4,-4.4,4.4,4.4,14,14
2025-04-17 15:00:00+00:00,34.19,36.45,2.26,2.26,2.26,2.26,15,15
2025-04-17 16:00:00+00:00,31.76,28.11,-3.65,-3.65,3.65,3.65,16,16
2025-04-17 17:00:00+00:00,36.58,37.85,1.27,1.27,1.27,1.27,17,17
2025-04-17 18:00:00+00:00,35.64,33.92,-1.72,-1.72,1.72,1.72,18,18
2025-04-17 19:00:00+00:00,39.59,37.19,-2.4,-2.4,2.4,2.4,19,19
2025-04-17 20:00:00+00:00,37.06,36.46,-0.6,-0.6,0.6,0.6,20,20
2025-04-17 21:00:00+00:00,37.93,37.97,0.04,0.04,0.04,0.04,21,21
2025-04-17 22:00:00+00:00,35.46,34.35,-1.11,-1.11,1.11,1.11,22,22
2025-04-17 23:00:00+00:00,37.99,39.96,1.97,1.97,1.97,1.97,23,23
2025-04-18 00:00:00+00:00,36.47,35.85,-0.62,-0.62,0.62,0.62,0,0
2025-04-18 01:00:00+00:00,31.33,34.28,2.95,2.95,2.95,2.95,1,1
2025-04-18 02:00:00+00:00,29.42,30.62,1.2,1.2,1.2,1.2,2,2
2025-04-18 03:00:00+00:00,23.12,21.88,-1.24,-1.24,1.24,1.24,3,3
2025-04-18 04:00:00+00:00,23.58,21.92,-1.66,-1.66,1.66,1.66,4,4
2025-04-18 05:00:00+00:00,22.13,18.51,-3.62,-3.62,3.62,3.62,5,5
2025-04-18 06:00:00+00:00,27.22,28.45,1.23,1.23,1.23,1.23,6,6
2025-04-18 07:00:00+00:00,16.89,16.5,-0.39,-0.39,0.39,0.39,7,7
2025-04-18 08:00:00+00:00,22.99,17.56,-5.43,-5.43,5.43,5.43,8,8
2025-04-18 09:00:00+00:00,22.16,21.32,-0.84,-0.84,0.84,0.84,9,9
2025-04-18 10:00:00+00:00,21.37,19.62,-1.75,-1.75,1.75,1.75,10,10
2025-04-18 11:00:00+00:00,26.65,31.09,4.44,4.44,4.44,4.44,11,11
2025-04-18 12:00:00+00:00,25.26,21.5,-3.76,-3.76,3.76,3.76,12,12
2025-04-18 13:00:00+00:00,27.71,24.61,-3.1,-3.1,3.1,3.1,13,13
2025-04-18 14:00:00+00:00,29.19,32.46,3.27,3.27,3.27,3.27,14,14
2025-04-18 15:00:00+00:00,34.97,38.86,3.89,3.89,3.89,3.89,15,15
2025-04-18 16:00:00+00:00,37.07,35.71,-1.36,-1.36,1.36,1.36,16,16
2025-04-18 17:00:00+00:00,34.83,33.75,-1.08,-1.08,1.08,1.08,17,17
2025-04-18 18:00:00+00:00,34.69,36.73,2.04,2.04,2.04,2.04,18,18
2025-04-18 19:00:00+00:00,38.48,33.16,-5.32,-5.32,5.32,5.32,19,19
2025-04-18 20:00:00+00:00,37.33,33.18,-4.15,-4.15,4.15,4.15,20,20
2025-04-18 21:00:00+00:00,38.83,38.63,-0.2,-0.2,0.2,0.2,21,21
2025-04-18 22:00:00+00:00,41.08,45.45,4.37,4.37,4.37,4.37,22,22
2025-04-18 23:00:00+00:00,35.25,34.66,-0.59,-0.59,0.59,0.59,23,23
2025-04-19 00:00:00+00:00,30.25,31.0,0.75,0.75,0.75,0.75,0,0
2025-04-19 01:00:00+00:00,66.12,69.45,3.33,3.33,3.33,3.33,1,1
2025-04-19 02:00:00+00:00,27.48,33.25,5.77,5.77,5.77,5.77,2,2
2025-04-19 03:00:00+00:00,17.16,16.22,-0.94,-0.94,0.94,0.94,3,3
2025-04-19 04:00:00+00:00,18.84,19.3,0.46,0.46,0.46,0.46,4,4
2025-04-19 05:00:00+00:00,18.82,23.88,5.06,5.06,5.06,5.06,5,5
2025-04-19 06:00:00+00:00,19.7,16.39,-3.31,-3.31,3.31,3.31,6,6
2025-04-19 07:00:00+00:00,14.47,17.54,3.07,3.07,3.07,3.07,7,7
2025-04-19 08:00:00+00:00,10.67,8.62,-2.05,-2.05,2.05,2.05,8,8
2025-04-19 09:00:00+00:00,17.25,18.01,0.76,0.76,0.76,0.76,9,9
2025-04-19 10:00:00+00:00,15.11,15.0,-0.11,-0.11,0.11,0.11,10,10
2025-04-19 11:00:00+00:00,15.32,13.42,-1.9,-1.9,1.9,1.9,11,11
2025-04-19 12:00:00+00:00,18.8,16.84,-1.96,-1.96,1.96,1.96,12,12
2025-04-19 13:00:00+00:00,22.31,23.5,1.19,1.19,1.19,1.19,13,13
2025-04-19 14:00:00+00:00,23.85,26.84,2.99,2.99,2.99,2.99,14,14
2025-04-19 15:00:00+00:00,22.44,22.62,0.18,0.18,0.18,0.18,15,15
2025-04-19 16:00:00+00:00,32.6,33.28,0.68,0.68,0.68,0.68,16,16
2025-04-19 17:00:00+00:00,35.62,37.55,1.93,1.93,1.93,1.93,17,17
2025-04-19 18:00:00+00:00,35.65,33.72,-1.93,-1.93,1.93,1.93,18,18
2025-04-19 19:00:00+00:00,32.18,34.53,2.35,2.35,2.35,2.35,19,19
2025-04-19 20:00:00+00:00,34.86,37.41,2.55,2.55,2.55,2.55,20,20
2025-04-19 21:00:00+00:00,35.0,42.01,7.01,7.01,7.01,7.01,21,21
2025-04-19 22:00:00+00:00,5.04,4.6,-0.44,-0.44,0.44,0.44,22,22
2025-04-19 23:00:00+00:00,34.1,33.45,-0.65,-0.65,0.65,0.65,23,23
2025-04-20 00:00:00+00:00,28.56,30.98,2.42,2.42,2.42,2.42,0,0
2025-04-20 01:00:00+00:00,28.19,30.74,2.55,2.55,2.55,2.55,1,1
2025-04-20 02:00:00+00:00,26.54,25.7,-0.84,-0.84,0.84,0.84,2,2
2025-04-20 03:00:00+00:00,26.45,25.94,-0.51,-0.51,0.51,0.51,3,3
2025-04-20 04:00:00+00:00,22.16,24.01,1.85,1.85,1.85,1.85,4,4
2025-04-20 05:00:00+00:00,20.3,18.73,-1.57,-1.57,1.57,1.57,5,5
2025-04-20 06:00:00+00:00,16.95,16.42,-0.53,-0.53,0.53,0.53,6,6
2025-04-20 07:00:00+00:00,19.26,19.98,0.72,0.72,0.72,0.72,7,7
2025-04-20 08:00:00+00:00,16.42,19.41,2.99,2.99,2.99,2.99,8,8
2025-04-20 09:00:00+00:00,13.58,12.57,-1.01,-1.01,1.01,1.01,9,9
2025-04-20 10:00:00+00:00,20.25,16.14,-4.11,-4.11,4.11,4.11,10,10
2025-04-20 11:00:00+00:00,20.07,15.78,-4.29,-4.29,4.29,4.29,11,11
2025-04-20 12:00:00+00:00,19.29,16.64,-2.65,-2.65,2.65,2.65,12,12
2025-04-20 13:00:00+00:00,21.61,18.83,-2.78,-2.78,2.78,2.78,13,13
2025-04-20 14:00:00+00:00,26.14,26.25,0.11,0.11,0.11,0.11,14,14
2025-04-20 15:00:00+00:00,29.14,26.67,-2.47,-2.47,2.47,2.47,15,15
2025-04-20 16:00:00+00:00,30.89,29.63,-1.26,-1.26,1.26,1.26,16,16
2025-04-20 17:00:00+00:00,33.25,31.81,-1.44,-1.44,1.44,1.44,17,17
2025-04-20 18:00:00+00:00,38.31,37.71,-0.6,-0.6,0.6,0.6,18,18
2025-04-20 19:00:00+00:00,37.74,41.55,3.81,3.81,3.81,3.81,19,19
2025-04-20 20:00:00+00:00,35.87,38.02,2.15,2.15,2.15,2.15,20,20
2025-04-20 21:00:00+00:00,37.41,37.95,0.54,0.54,0.54,0.54,21,21
2025-04-20 22:00:00+00:00,31.48,30.83,-0.65,-0.65,0.65,0.65,22,22
2025-04-20 23:00:00+00:00,33.46,32.88,-0.58,-0.58,0.58,0.58,23,23
2025-04-21 00:00:00+00:00,38.96,40.28,1.32,1.32,1.32,1.32,0,0
2025-04-21 01:00:00+00:00,31.48,33.44,1.96,1.96,1.96,1.96,1,1
2025-04-21 02:00:00+00:00,27.32,25.55,-1.77,-1.77,1.77,1.77,2,2
2025-04-21 03:00:00+00:00,25.22,25.81,0.59,0.59,0.59,0.59,3,3
2025-04-21 04:00:00+00:00,21.71,17.13,-4.58,-4.58,4.58,4.58,4,4
2025-04-21 05:00:00+00:00,-15.89,0.0,15.89,15.89,15.89,15.89,5,5
2025-04-21 06:00:00+00:00,19.85,22.26,2.41,2.41,2.41,2.41,6,6
2025-04-21 07:00:00+00:00,102.1,101.9,-0.2,-0.2,0.2,0.2,7,7
2025-04-21 08:00:00+00:00,19.47,24.51,5.04,5.04,5.04,5.04,8,8
2025-04-21 09:00:00+00:00,22.03,20.33,-1.7,-1.7,1.7,1.7,9,9
2025-04-21 10:00:00+00:00,18.51,19.55,1.04,1.04,1.04,1.04,10,10
2025-04-21 11:00:00+00:00,26.16,26.57,0.41,0.41,0.41,0.41,11,11
2025-04-21 12:00:00+00:00,25.71,25.96,0.25,0.25,0.25,0.25,12,12
2025-04-21 13:00:00+00:00,29.42,29.63,0.21,0.21,0.21,0.21,13,13
2025-04-21 14:00:00+00:00,27.79,28.56,0.77,0.77,0.77,0.77,14,14
2025-04-21 15:00:00+00:00,34.16,36.78,2.62,2.62,2.62,2.62,15,15
2025-04-21 16:00:00+00:00,31.7,35.64,3.94,3.94,3.94,3.94,16,16
2025-04-21 17:00:00+00:00,38.73,39.22,0.49,0.49,0.49,0.49,17,17
2025-04-21 18:00:00+00:00,38.52,41.06,2.54,2.54,2.54,2.54,18,18
2025-04-21 19:00:00+00:00,40.48,39.23,-1.25,-1.25,1.25,1.25,19,19
2025-04-21 20:00:00+00:00,36.5,38.91,2.41,2.41,2.41,2.41,20,20
2025-04-21 21:00:00+00:00,36.86,35.46,-1.4,-1.4,1.4,1.4,21,21
2025-04-21 22:00:00+00:00,39.59,42.82,3.23,3.23,3.23,3.23,22,22
2025-04-21 23:00:00+00:00,34.13,40.16,6.03,6.03,6.03,6.03,23,23
2025-04-22 00:00:00+00:00,35.63,35.82,0.19,0.19,0.19,0.19,0,0
2025-04-22 01:00:00+00:00,28.64,23.66,-4.98,-4.98,4.98,4.98,1,1
2025-04-22 02:00:00+00:00,31.59,30.72,-0.87,-0.87,0.87,0.87,2,2
2025-04-22 03:00:00+00:00,23.8,27.38,3.58,3.58,3.58,3.58,3,3
2025-04-22 04:00:00+00:00,25.85,27.73,1.88,1.88,1.88,1.88,4,4
2025-04-22 05:00:00+00:00,23.97,25.09,1.12,1.12,1.12,1.12,5,5
2025-04-22 06:00:00+00:00,19.07,22.09,3.02,3.02,3.02,3.02,6,6
2025-04-22 07:00:00+00:00,21.27,22.98,1.71,1.71,1.71,1.71,7,7
2025-04-22 08:00:00+00:00,20.13,23.67,3.54,3.54,3.54,3.54,8,8
2025-04-22 09:00:00+00:00,18.47,21.27,2.8,2.8,2.8,2.8,9,9
2025-04-22 10:00:00+00:00,-11.16,0.0,11.16,11.16,11.16,11.16,10,10
2025-04-22 11:00:00+00:00,17.5,18.9,1.4,1.4,1.4,1.4,11,11
2025-04-22 12:00:00+00:00,25.35,28.11,2.76,2.76,2.76,2.76,12,12
2025-04-22 13:00:00+00:00,22.97,22.7,-0.27,-0.27,0.27,0.27,13,13
2025-04-22 14:00:00+00:00,12.22,11.22,-1.0,-1.0,1.0,1.0,14,14
2025-04-22 15:00:00+00:00,31.4,36.17,4.77,4.77,4.77,4.77,15,15
2025-04-22 16:00:00+00:00,36.17,37.21,1.04,1.04,1.04,1.04,16,16
2025-04-22 17:00:00+00:00,35.79,38.3,2.51,2.51,2.51,2.51,17,17
2025-04-22 18:00:00+00:00,83.75,84.56,0.81,0.81,0.81,0.81,18,18
2025-04-22 19:00:00+00:00,40.96,39.99,-0.97,-0.97,0.97,0.97,19,19
2025-04-22 20:00:00+00:00,40.31,40.84,0.53,0.53,0.53,0.53,20,20
2025-04-22 21:00:00+00:00,39.92,44.01,4.09,4.09,4.09,4.09,21,21
2025-04-22 22:00:00+00:00,39.31,41.2,1.89,1.89,1.89,1.89,22,22
2025-04-22 23:00:00+00:00,32.71,28.93,-3.78,-3.78,3.78,3.78,23,23
2025-04-23 00:00:00+00:00,36.41,36.37,-0.04,-0.04,0.04,0.04,0,0
2025-04-23 01:00:00+00:00,33.63,38.59,4.96,4.96,4.96,4.96,1,1
2025-04-23 02:00:00+00:00,26.97,26.94,-0.03,-0.03,0.03,0.03,2,2
2025-04-23 03:00:00+00:00,26.32,22.32,-4.0,-4.0,4.0,4.0,3,3
2025-04-23 04:00:00+00:00,24.42,29.65,5.23,5.23,5.23,5.23,4,4
2025-04-23 05:00:00+00:00,22.11,24.32,2.21,2.21,2.21,2.21,5,5
2025-04-23 06:00:00+00:00,21.69,22.01,0.32,0.32,0.32,0.32,6,6
2025-04-23 07:00:00+00:00,23.43,23.0,-0.43,-0.43,0.43,0.43,7,7
2025-04-23 08:00:00+00:00,22.22,25.43,3.21,3.21,3.21,3.21,8,8
2025-04-23 09:00:00+00:00,16.58,15.73,-0.85,-0.85,0.85,0.85,9,9
2025-04-23 10:00:00+00:00,22.41,25.78,3.37,3.37,3.37,3.37,10,10
2025-04-23 11:00:00+00:00,25.77,27.63,1.86,1.86,1.86,1.86,11,11
2025-04-23 12:00:00+00:00,25.48,26.59,1.11,1.11,1.11,1.11,12,12
2025-04-23 13:00:00+00:00,29.65,30.51,0.86,0.86,0.86,0.86,13,13
2025-04-23 14:00:00+00:00,34.55,34.61,0.06,0.06,0.06,0.06,14,14
2025-04-23 15:00:00+00:00,34.66,37.77,3.11,3.11,3.11,3.11,15,15
2025-04-23 16:00:00+00:00,35.14,33.48,-1.66,-1.66,1.66,1.66,16,16
2025-04-23 17:00:00+00:00,39.2,35.65,-3.55,-3.55,3.55,3.55,17,17
2025-04-23 18:00:00+00:00,38.54,40.58,2.04,2.04,2.04,2.04,18,18
2025-04-23 19:00:00+00:00,148.47,150.55,2.08,2.08,2.08,2.08,19,19
2025-04-23 20:00:00+00:00,38.64,40.34,1.7,1.7,1.7,1.7,20,20
2025-04-23 21:00:00+00:00,43.08,44.6,1.52,1.52,1.52,1.52,21,21
2025-04-23 22:00:00+00:00,36.13,35.83,-0.3,-0.3,0.3,0.3,22,22
2025-04-23 23:00:00+00:00,40.42,42.89,2.47,2.47,2.47,2.47,23,23
2025-04-24 00:00:00+00:00,35.81,36.2,0.39,0.39,0.39,0.39,0,0
2025-04-24 01:00:00+00:00,28.65,27.93,-0.72,-0.72,0.72,0.72,1,1
2025-04-24 02:00:00+00:00,30.48,30.2,-0.28,-0.28,0.28,0.28,2,2
2025-04-24 03:00:00+00:00,21.72,27.27,5.55,5.55,5.55,5.55,3,3
2025-04-24 04:00:00+00:00,26.12,22.28,-3.84,-3.84,3.84,3.84,4,4
2025-04-24 05:00:00+00:00,24.7,26.45,1.75,1.75,1.75,1.75,5,5
2025-04-24 06:00:00+00:00,19.42,15.72,-3.7,-3.7,3.7,3.7,6,6
2025-04-24 07:00:00+00:00,20.21,20.44,0.23,0.23,0.23,0.23,7,7
2025-04-24 08:00:00+00:00,24.44,23.86,-0.58,-0.58,0.58,0.58,8,8
2025-04-24 09:00:00+00:00,18.63,13.92,-4.71,-4.71,4.71,4.71,9,9
2025-04-24 10:00:00+00:00,18.25,19.72,1.47,1.47,1.47,1.47,10,10
2025-04-24 11:00:00+00:00,26.19,25.74,-0.45,-0.45,0.45,0.45,11,11
2025-04-24 12:00:00+00:00,29.46,24.71,-4.75,-4.75,4.75,4.75,12,12
2025-04-24 13:00:00+00:00,26.98,29.58,2.6,2.6,2.6,2.6,13,13
2025-04-24 14:00:00+00:00,32.09,36.18,4.09,4.09,4.09,4.09,14,14
2025-04-24 15:00:00+00:00,35.5,39.73,4.23,4.23,4.23,4.23,15,15
2025-04-24 16:00:00+00:00,32.7,34.1,1.4,1.4,1.4,1.4,16,16
2025-04-24 17:00:00+00:00,35.42,36.04,0.62,0.62,0.62,0.62,17,17
2025-04-24 18:00:00+00:00,41.3,45.12,3.82,3.82,3.82,3.82,18,18
2025-04-24 19:00:00+00:00,43.43,48.14,4.71,4.71,4.71,4.71,19,19
2025-04-24 20:00:00+00:00,40.97,44.3,3.33,3.33,3.33,3.33,20,20
2025-04-24 21:00:00+00:00,37.02,35.17,-1.85,-1.85,1.85,1.85,21,21
2025-04-24 22:00:00+00:00,43.19,44.19,1.0,1.0,1.0,1.0,22,22
2025-04-24 23:00:00+00:00,35.3,36.9,1.6,1.6,1.6,1.6,23,23
2025-04-25 00:00:00+00:00,33.76,29.74,-4.02,-4.02,4.02,4.02,0,0
2025-04-25 01:00:00+00:00,33.05,34.72,1.67,1.67,1.67,1.67,1,1
2025-04-25 02:00:00+00:00,33.49,39.67,6.18,6.18,6.18,6.18,2,2
2025-04-25 03:00:00+00:00,29.15,31.25,2.1,2.1,2.1,2.1,3,3
2025-04-25 04:00:00+00:00,25.64,29.82,4.18,4.18,4.18,4.18,4,4
2025-04-25 05:00:00+00:00,23.69,24.65,0.96,0.96,0.96,0.96,5,5
2025-04-25 06:00:00+00:00,21.05,21.37,0.32,0.32,0.32,0.32,6,6
2025-04-25 07:00:00+00:00,21.34,22.79,1.45,1.45,1.45,1.45,7,7
2025-04-25 08:00:00+00:00,13.28,11.74,-1.54,-1.54,1.54,1.54,8,8
2025-04-25 09:00:00+00:00,19.2,17.29,-1.91,-1.91,1.91,1.91,9,9
2025-04-25 10:00:00+00:00,21.55,25.22,3.67,3.67,3.67,3.67,10,10
2025-04-25 11:00:00+00:00,19.65,23.58,3.93,3.93,3.93,3.93,11,11
2025-04-25 12:00:00+00:00,93.31,91.33,-1.98,-1.98,1.98,1.98,12,12
2025-04-25 13:00:00+00:00,26.5,29.42,2.92,2.92,2.92,2.92,13,13
2025-04-25 14:00:00+00:00,33.99,34.27,0.28,0.28,0.28,0.28,14,14
2025-04-25 15:00:00+00:00,36.12,37.47,1.35,1.35,1.35,1.35,15,15
2025-04-25 16:00:00+00:00,33.44,35.09,1.65,1.65,1.65,1.65,16,16
2025-04-25 17:00:00+00:00,36.3,39.29,2.99,2.99,2.99,2.99,17,17
2025-04-25 18:00:00+00:00,38.08,38.79,0.71,0.71,0.71,0.71,18,18
2025-04-25 19:00:00+00:00,38.13,42.16,4.03,4.03,4.03,4.03,19,19
2025-04-25 20:00:00+00:00,40.09,41.36,1.27,1.27,1.27,1.27,20,20
2025-04-25 21:00:00+00:00,37.37,39.43,2.06,2.06,2.06,2.06,21,21
2025-04-25 22:00:00+00:00,35.44,33.86,-1.58,-1.58,1.58,1.58,22,22
2025-04-25 23:00:00+00:00,38.23,44.13,5.9,5.9,5.9,5.9,23,23
2025-04-26 00:00:00+00:00,32.22,33.89,1.67,1.67,1.67,1.67,0,0
2025-04-26 01:00:00+00:00,26.23,28.51,2.28,2.28,2.28,2.28,1,1
2025-04-26 02:00:00+00:00,27.89,24.37,-3.52,-3.52,3.52,3.52,2,2
2025-04-26 03:00:00+00:00,21.48,19.92,-1.56,-1.56,1.56,1.56,3,3
2025-04-26 04:00:00+00:00,21.28,24.87,3.59,3.59,3.59,3.59,4,4
2025-04-26 05:00:00+00:00,20.63,21.85,1.22,1.22,1.22,1.22,5,5
2025-04-26 06:00:00+00:00,16.9,12.62,-4.28,-4.28,4.28,4.28,6,6
2025-04-26 07:00:00+00:00,17.13,20.23,3.1,3.1,3.1,3.1,7,7
2025-04-26 08:00:00+00:00,14.36,13.5,-0.86,-0.86,0.86,0.86,8,8
2025-04-26 09:00:00+00:00,15.5,19.53,4.03,4.03,4.03,4.03,9,9
2025-04-26 10:00:00+00:00,16.47,16.75,0.28,0.28,0.28,0.28,10,10
2025-04-26 11:00:00+00:00,16.71,17.72,1.01,1.01,1.01,1.01,11,11
2025-04-26 12:00:00+00:00,20.21,23.66,3.45,3.45,3.45,3.45,12,12
2025-04-26 13:00:00+00:00,19.19,17.45,-1.74,-1.74,1.74,1.74,13,13
2025-04-26 14:00:00+00:00,24.42,22.44,-1.98,-1.98,1.98,1.98,14,14
2025-04-26 15:00:00+00:00,27.52,27.53,0.01,0.01,0.01,0.01,15,15
2025-04-26 16:00:00+00:00,30.01,32.58,2.57,2.57,2.57,2.57,16,16
2025-04-26 17:00:00+00:00,32.12,29.29,-2.83,-2.83,2.83,2.83,17,17
2025-04-26 18:00:00+00:00,34.15,30.48,-3.67,-3.67,3.67,3.67,18,18
