date,gross_revenue_usd,energy_charged_mwh,energy_discharged_mwh,throughput_mwh,efc,avg_charge_price,avg_discharge_price,realized_spread,theoretical_max_spread,spread_capture_pct
2025-10-29,3228.4,42.11,88.0,130.11,0.651,34.74,46.37,11.63,23.01,50.53
2025-10-30,2558.5,0.0,50.0,50.0,0.25,0.0,47.79,47.79,153.01,0.0
2025-10-31,3401.5,42.11,88.0,130.11,0.651,6.81,44.05,37.24,42.23,88.18
2025-11-01,3682.73,55.4,100.0,155.4,0.777,29.27,37.26,7.99,30.78,25.97
2025-11-02,2582.53,0.0,50.0,50.0,0.25,0.0,40.75,40.75,26.12,0.0
2025-11-03,2897.35,0.0,50.0,50.0,0.25,0.0,45.8,45.8,61.95,0.0
2025-11-04,3352.85,42.11,88.0,130.11,0.651,31.0,49.03,18.03,68.85,26.19
2025-11-05,2573.25,0.0,50.0,50.0,0.25,0.0,42.44,42.44,25.96,0.0
2025-11-06,4138.17,42.11,88.0,130.11,0.651,36.51,47.88,11.37,101.8,11.17
2025-11-07,3750.82,42.11,88.0,130.11,0.651,28.78,46.17,17.39,49.58,35.07
2025-11-08,3716.73,42.11,88.0,130.11,0.651,29.53,44.09,14.56,58.97,24.69
2025-11-09,2695.55,0.0,50.0,50.0,0.25,0.0,48.6,48.6,104.76,0.0
2025-11-10,3509.75,42.11,88.0,130.11,0.651,38.9,44.33,5.43,26.42,20.56
2025-11-11,3845.38,42.11,88.0,130.11,0.651,33.09,47.55,14.46,47.4,30.5
2025-11-12,4263.01,55.4,100.0,155.4,0.777,64.35,45.77,-18.58,51.64,-35.98
2025-11-13,3790.58,42.11,88.0,130.11,0.651,28.46,45.6,17.14,141.37,12.12
2025-11-14,3608.11,42.11,88.0,130.11,0.651,26.8,44.55,17.75,112.3,15.81
2025-11-15,2290.32,0.0,50.0,50.0,0.25,0.0,41.32,41.32,27.14,0.0
2025-11-16,3672.96,42.11,88.0,130.11,0.651,30.32,41.87,11.55,45.19,25.55
2025-11-17,2500.2,0.0,50.0,50.0,0.25,0.0,48.49,48.49,22.81,0.0
2025-11-18,3482.13,42.11,88.0,130.11,0.651,30.03,45.18,15.15,45.57,33.24
2025-11-19,3536.01,42.11,88.0,130.11,0.651,24.93,47.73,22.8,109.55,20.81
2025-11-20,2610.05,0.0,50.0,50.0,0.25,0.0,47.27,47.27,23.79,0.0
2025-11-21,3014.07,0.0,50.0,50.0,0.25,0.0,41.1,41.1,90.87,0.0
2025-11-22,2357.66,0.0,50.0,50.0,0.25,0.0,42.31,42.31,116.53,0.0
2025-11-23,2118.62,0.0,50.0,50.0,0.25,0.0,41.69,41.69,24.32,0.0
2025-11-24,3464.02,42.11,88.0,130.11,0.651,26.56,50.46,23.9,51.87,46.08
2025-11-25,2630.18,0.0,50.0,50.0,0.25,0.0,43.97,43.97,111.62,0.0
2025-11-26,2429.86,0.0,50.0,50.0,0.25,0.0,46.42,46.42,73.95,0.0
2025-11-27,3426.58,42.11,88.0,130.11,0.651,30.96,48.41,17.45,26.48,65.89
2025-11-28,2434.03,0.0,50.0,50.0,0.25,0.0,44.13,44.13,50.57,0.0
2025-11-29,2584.36,0.0,50.0,50.0,0.25,0.0,40.93,40.93,60.17,0.0
2025-11-30,2182.79,0.0,50.0,50.0,0.25,0.0,44.26,44.26,115.18,0.0
2025-12-01,2355.09,0.0,50.0,50.0,0.25,0.0,50.44,50.44,32.47,0.0
2025-12-02,3937.33,42.11,88.0,130.11,0.651,26.22,46.17,19.95,136.1,14.66
2025-12-03,2633.04,0.0,50.0,50.0,0.25,0.0,43.95,43.95,140.93,0.0
2025-12-04,3979.85,55.4,100.0,155.4,0.777,31.41,36.44,5.03,23.75,21.16
2025-12-05,3849.27,42.11,88.0,130.11,0.651,30.21,44.57,14.36,123.59,11.62
2025-12-06,4944.06,55.4,100.0,155.4,0.777,30.35,41.34,10.98,120.8,9.09
2025-12-07,2336.57,0.0,50.0,50.0,0.25,0.0,40.59,40.59,22.77,0.0
2025-12-08,2575.2,0.0,50.0,50.0,0.25,0.0,40.25,40.25,20.87,0.0
2025-12-09,2657.64,0.0,50.0,50.0,0.25,0.0,39.43,39.43,29.9,0.0
2025-12-10,2769.47,0.0,50.0,50.0,0.25,0.0,47.52,47.52,25.51,0.0
2025-12-11,3506.47,42.11,88.0,130.11,0.651,21.24,46.99,25.75,96.2,26.77
2025-12-12,3666.09,42.11,88.0,130.11,0.651,22.26,43.86,21.6,120.74,17.89
2025-12-13,2466.44,0.0,50.0,50.0,0.25,0.0,39.04,39.04,48.52,0.0
2025-12-14,4729.78,55.4,100.0,155.4,0.777,33.24,40.55,7.3,33.5,21.8
2025-12-15,2486.47,0.0,50.0,50.0,0.25,0.0,42.94,42.94,131.09,0.0
2025-12-16,2335.36,0.0,50.0,50.0,0.25,0.0,43.26,43.26,66.4,0.0
2025-12-17,3967.89,42.11,88.0,130.11,0.651,26.42,42.06,15.64,25.94,60.28
2025-12-18,3532.91,42.11,88.0,130.11,0.651,26.22,96.62,70.4,112.0,62.85
2025-12-19,2284.06,0.0,50.0,50.0,0.25,0.0,46.89,46.89,24.58,0.0
2025-12-20,2503.83,0.0,50.0,50.0,0.25,0.0,40.8,40.8,24.85,0.0
2025-12-21,2603.7,0.0,50.0,50.0,0.25,0.0,41.67,41.67,26.31,0.0
2025-12-22,2958.47,0.0,50.0,50.0,0.25,0.0,42.72,42.72,77.27,0.0
2025-12-23,2929.97,0.0,50.0,50.0,0.25,0.0,43.96,43.96,23.72,0.0
2025-12-24,2545.57,0.0,50.0,50.0,0.25,0.0,38.44,38.44,106.33,0.0
2025-12-25,2515.81,0.0,50.0,50.0,0.25,0.0,39.99,39.99,62.46,0.0
2025-12-26,2896.53,0.0,50.0,50.0,0.25,0.0,40.79,40.79,56.17,0.0
2025-12-27,3322.44,55.4,100.0,155.4,0.777,33.32,35.3,1.98,152.56,1.3
2025-12-28,3676.84,50.0,95.12,145.12,0.726,29.63,39.23,9.6,52.45,18.31
2025-12-29,2737.2,0.0,50.0,50.0,0.25,0.0,40.89,40.89,76.64,0.0
2025-12-30,2621.47,0.0,50.0,50.0,0.25,0.0,40.32,40.32,128.13,0.0
